id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Positive_1156,4.394,4.091,1.364,5.758,6.364,4.545,6.212,4.325,4.027,1.343,0.268,0.785,0.105,0.303,0.358,0.383,0.373,0.273,0.024,0.176,0.259,0.206,0.214,0.303,2.099,0.7,2.954,3.265,2.331,3.187,1
Negative_492,3.175,1.587,0.0,1.587,3.175,7.937,12.698,1.738,0.869,0.0,0.397,0.841,0.079,0.381,0.397,0.397,0.429,0.161,0.0,0.161,0.161,0.145,0.145,6.349,0.905,0.0,0.905,1.811,4.526,7.242,0
Negative_799,3.288,4.858,2.167,2.317,2.466,7.922,5.979,3.255,4.81,2.146,0.241,0.794,0.117,0.374,0.445,0.353,0.416,0.281,0.024,0.187,0.214,0.143,0.184,0.224,2.473,1.103,1.18,1.256,4.034,3.044,0
Positive_1100,6.759,5.223,0.0,5.53,7.066,5.223,3.84,5.287,4.085,0.0,0.25,0.757,0.111,0.31,0.363,0.372,0.379,0.263,0.037,0.16,0.243,0.155,0.189,0.307,2.6,0.0,2.752,3.517,2.6,1.911,1
Positive_654,3.571,6.494,1.948,4.545,7.468,3.571,4.87,2.433,4.424,1.327,0.211,0.769,0.123,0.386,0.471,0.331,0.422,0.267,0.046,0.176,0.199,0.163,0.176,0.649,3.441,1.032,2.409,3.957,1.892,2.581,1
Negative_518,3.169,1.408,2.465,3.169,2.817,3.873,8.803,2.211,0.982,1.72,0.275,0.859,0.067,0.338,0.377,0.359,0.408,0.17,0.011,0.095,0.173,0.159,0.124,1.408,0.732,1.282,1.648,1.465,2.014,4.577,0
Negative_881,2.564,0.0,2.564,0.0,3.846,3.846,14.103,1.791,0.0,1.791,0.385,0.897,0.051,0.372,0.397,0.41,0.462,0.143,0.026,0.078,0.195,0.182,0.13,6.41,0.0,1.581,0.0,2.371,2.371,8.695,0
Positive_546,3.649,3.919,1.216,8.041,6.216,3.041,8.311,2.451,2.633,0.817,0.239,0.783,0.102,0.282,0.334,0.409,0.326,0.256,0.022,0.151,0.228,0.201,0.199,0.135,2.001,0.621,4.105,3.173,1.553,4.243,1
Negative_489,1.762,4.626,3.084,2.643,4.846,5.727,6.828,1.702,4.47,2.98,0.238,0.758,0.115,0.359,0.436,0.297,0.41,0.263,0.026,0.15,0.212,0.146,0.174,0.661,2.23,1.487,1.274,2.336,2.76,3.291,0
Positive_1076,5.401,5.575,1.742,6.272,6.098,4.704,6.62,5.069,5.232,1.635,0.24,0.793,0.106,0.308,0.382,0.382,0.369,0.302,0.017,0.157,0.264,0.183,0.223,0.348,2.868,0.896,3.226,3.137,2.42,3.405,1
Negative_866,4.348,2.536,2.536,4.348,4.348,6.884,8.152,3.625,2.114,2.114,0.293,0.848,0.071,0.351,0.402,0.344,0.404,0.216,0.022,0.12,0.201,0.167,0.167,0.543,1.356,1.356,2.324,2.324,3.68,4.358,0
Positive_845,3.608,5.326,1.031,3.952,5.498,7.904,4.983,3.14,4.635,0.897,0.263,0.761,0.119,0.338,0.402,0.302,0.402,0.262,0.026,0.174,0.203,0.16,0.174,0.515,2.587,0.501,1.92,2.671,3.84,2.421,1
Positive_691,3.36,5.04,1.68,5.336,7.016,6.225,7.708,4.019,6.029,2.01,0.275,0.764,0.12,0.321,0.388,0.358,0.379,0.252,0.031,0.187,0.23,0.177,0.188,0.494,2.534,0.845,2.683,3.528,3.13,3.876,1
Negative_1047,0.78,3.899,2.729,1.754,5.263,11.306,11.891,0.591,2.954,2.067,0.339,0.805,0.097,0.452,0.519,0.277,0.497,0.207,0.01,0.156,0.164,0.115,0.139,0.78,2.137,1.496,0.961,2.885,6.197,6.518,0
Negative_751,1.471,7.353,1.471,0.0,2.941,11.029,10.294,1.184,5.92,1.184,0.346,0.779,0.132,0.449,0.537,0.287,0.456,0.178,0.022,0.2,0.133,0.096,0.126,2.941,4.026,0.805,0.0,1.61,6.038,5.636,0
Positive_429,3.202,4.926,1.478,5.911,3.941,2.956,7.882,3.156,4.856,1.457,0.256,0.808,0.111,0.404,0.468,0.323,0.453,0.23,0.027,0.173,0.188,0.126,0.16,1.232,2.585,0.776,3.102,2.068,1.551,4.137,1
Negative_1053,1.985,3.226,2.978,0.993,1.489,9.429,4.467,1.535,2.494,2.302,0.228,0.787,0.117,0.432,0.494,0.325,0.474,0.266,0.027,0.167,0.159,0.117,0.139,0.496,1.627,1.502,0.501,0.751,4.756,2.253,0
Positive_277,5.533,5.43,2.459,5.328,6.762,5.123,8.094,5.171,5.075,2.298,0.283,0.778,0.114,0.305,0.384,0.359,0.371,0.252,0.027,0.176,0.233,0.195,0.194,1.127,2.823,1.278,2.77,3.515,2.663,4.208,1
Negative_634,2.33,4.563,2.913,2.621,3.592,6.117,8.35,2.43,4.758,3.038,0.248,0.813,0.103,0.32,0.395,0.411,0.364,0.25,0.025,0.154,0.225,0.153,0.19,0.68,2.45,1.564,1.407,1.929,3.285,4.484,0
Positive_610,3.543,5.906,1.969,3.543,6.693,4.331,10.236,2.39,3.984,1.328,0.295,0.795,0.098,0.307,0.386,0.339,0.378,0.229,0.032,0.126,0.233,0.142,0.182,1.181,3.09,1.03,1.854,3.502,2.266,5.356,1
Positive_459,3.865,4.955,2.279,5.253,6.739,6.739,5.847,4.047,5.188,2.386,0.253,0.734,0.14,0.263,0.335,0.411,0.316,0.297,0.037,0.198,0.289,0.201,0.251,0.396,2.494,1.147,2.644,3.392,3.392,2.943,1
Negative_337,3.54,5.31,7.08,6.195,8.85,4.425,9.735,3.097,4.646,6.194,0.354,0.726,0.115,0.345,0.469,0.23,0.416,0.241,0.045,0.17,0.223,0.152,0.205,2.655,2.662,3.55,3.106,4.437,2.218,4.881,0
Negative_619,1.46,2.92,3.285,2.19,4.38,7.664,8.029,1.462,2.924,3.29,0.285,0.774,0.12,0.332,0.394,0.358,0.383,0.267,0.015,0.187,0.223,0.143,0.183,1.46,1.497,1.685,1.123,2.246,3.93,4.117,0
Positive_787,3.712,2.838,2.402,3.93,9.389,4.585,8.297,2.748,2.101,1.778,0.227,0.779,0.085,0.303,0.356,0.417,0.325,0.304,0.024,0.133,0.243,0.182,0.223,0.437,1.489,1.26,2.062,4.925,2.405,4.352,1
Positive_862,5.063,6.962,5.063,6.329,6.329,3.797,6.962,5.114,7.032,5.114,0.241,0.741,0.133,0.266,0.386,0.354,0.329,0.293,0.019,0.21,0.261,0.146,0.217,1.899,3.483,2.533,3.166,3.166,1.9,3.483,1
Negative_813,2.206,4.412,2.206,0.735,6.25,5.882,8.824,1.177,2.353,1.177,0.243,0.768,0.125,0.445,0.511,0.316,0.471,0.221,0.011,0.166,0.148,0.096,0.129,0.735,2.464,1.232,0.41,3.49,3.285,4.928,0
Positive_1022,6.024,6.024,1.807,5.422,12.651,1.205,7.831,3.73,3.73,1.119,0.211,0.711,0.114,0.223,0.301,0.367,0.277,0.297,0.042,0.139,0.279,0.23,0.255,4.217,3.024,0.907,2.721,6.35,0.605,3.931,1
Negative_808,0.0,5.634,4.225,2.817,2.113,4.225,10.563,0.0,5.145,3.858,0.239,0.775,0.12,0.401,0.5,0.268,0.43,0.27,0.014,0.184,0.135,0.113,0.121,4.225,2.628,1.971,1.314,0.986,1.971,4.928,0
Negative_1215,1.874,3.341,2.2,1.956,2.608,8.802,8.557,1.693,3.018,1.987,0.253,0.79,0.108,0.373,0.429,0.378,0.4,0.269,0.028,0.16,0.192,0.161,0.172,0.326,1.713,1.128,1.003,1.338,4.514,4.388,0
Negative_1118,4.276,7.237,0.0,1.974,6.25,5.921,11.184,2.201,3.725,0.0,0.303,0.717,0.125,0.428,0.5,0.227,0.484,0.228,0.036,0.182,0.106,0.086,0.083,0.987,3.564,0.0,0.972,3.078,2.916,5.507,0
Negative_368,3.902,4.878,3.512,6.829,6.829,6.049,7.317,4.071,5.089,3.664,0.253,0.788,0.106,0.356,0.44,0.344,0.389,0.259,0.023,0.164,0.211,0.154,0.193,0.293,2.556,1.84,3.578,3.578,3.169,3.834,0
Negative_500,0.645,3.097,1.806,0.903,1.935,9.806,5.548,0.615,2.952,1.722,0.234,0.81,0.101,0.412,0.461,0.369,0.437,0.274,0.016,0.152,0.19,0.115,0.169,0.903,1.566,0.913,0.456,0.978,4.957,2.805,0
Positive_776,6.094,6.371,0.831,6.648,5.54,2.216,5.817,7.268,7.598,0.991,0.244,0.787,0.116,0.271,0.343,0.413,0.346,0.289,0.019,0.208,0.253,0.233,0.197,0.554,3.226,0.421,3.366,2.805,1.122,2.946,1
Negative_149,1.25,7.812,1.875,3.438,3.438,9.375,7.5,0.721,4.504,1.081,0.281,0.756,0.175,0.369,0.466,0.328,0.412,0.223,0.038,0.232,0.166,0.144,0.154,1.25,4.162,0.999,1.832,1.832,4.995,3.996,0
Negative_912,5.455,3.636,0.0,0.0,18.182,1.818,16.364,0.887,0.591,0.0,0.327,0.582,0.036,0.327,0.364,0.127,0.418,0.241,0.0,0.037,0.204,0.148,0.111,12.727,1.634,0.0,0.0,8.172,0.817,7.355,0
Positive_547,5.957,5.957,0.638,5.319,7.021,5.745,6.17,6.493,6.493,0.695,0.274,0.781,0.104,0.296,0.362,0.321,0.374,0.245,0.03,0.149,0.269,0.198,0.213,0.851,2.989,0.32,2.669,3.523,2.882,3.096,1
Negative_622,4.38,6.326,1.946,2.92,2.433,4.38,7.786,3.888,5.616,1.727,0.251,0.798,0.112,0.324,0.406,0.37,0.38,0.263,0.02,0.176,0.224,0.163,0.195,1.703,3.198,0.984,1.476,1.23,2.214,3.936,0
Positive_351,3.438,5.158,2.579,5.301,6.304,5.731,4.585,3.364,5.047,2.523,0.229,0.766,0.117,0.305,0.383,0.365,0.348,0.288,0.02,0.187,0.237,0.189,0.209,0.287,2.586,1.293,2.658,3.16,2.873,2.299,1
Positive_900,1.434,8.961,0.358,4.301,2.151,6.452,7.885,1.452,9.074,0.363,0.244,0.756,0.133,0.376,0.47,0.315,0.419,0.263,0.022,0.209,0.212,0.137,0.183,0.717,4.398,0.176,2.111,1.056,3.166,3.87,1
Positive_664,3.226,5.161,0.645,5.161,4.516,4.516,5.806,1.862,2.978,0.372,0.29,0.8,0.084,0.31,0.368,0.329,0.387,0.201,0.013,0.104,0.201,0.201,0.156,1.29,2.621,0.328,2.621,2.293,2.293,2.949,1
Negative_270,4.348,4.969,3.416,5.59,4.037,6.211,7.764,5.473,6.254,4.3,0.261,0.798,0.109,0.304,0.388,0.363,0.363,0.296,0.016,0.196,0.28,0.184,0.221,0.932,2.547,1.751,2.866,2.07,3.184,3.98,0
Negative_952,2.217,3.548,2.661,2.217,5.1,9.534,7.095,2.151,3.443,2.582,0.277,0.776,0.109,0.353,0.415,0.366,0.399,0.256,0.024,0.176,0.213,0.153,0.182,0.887,1.829,1.372,1.143,2.629,4.914,3.657,0
Positive_582,3.437,5.565,1.8,5.074,6.547,5.728,7.365,3.999,6.475,2.094,0.277,0.774,0.123,0.308,0.381,0.37,0.37,0.254,0.036,0.185,0.246,0.174,0.21,0.327,2.85,0.922,2.598,3.352,2.933,3.771,1
Negative_426,3.422,4.341,2.922,5.76,6.26,8.848,9.516,2.867,3.637,2.448,0.326,0.791,0.108,0.373,0.446,0.334,0.432,0.265,0.022,0.162,0.232,0.143,0.195,0.25,2.317,1.56,3.075,3.341,4.723,5.079,0
Negative_218,1.299,7.359,2.165,3.463,3.03,5.628,19.481,0.951,5.385,1.584,0.346,0.758,0.143,0.424,0.519,0.303,0.468,0.222,0.035,0.209,0.204,0.152,0.178,0.866,3.949,1.162,1.858,1.626,3.02,10.454,0
Positive_470,5.755,4.676,2.95,5.971,5.612,5.18,8.561,5.807,4.718,2.977,0.286,0.805,0.099,0.304,0.381,0.379,0.368,0.247,0.018,0.161,0.249,0.178,0.202,0.288,2.49,1.571,3.179,2.988,2.758,4.558,1
Negative_523,5.263,2.256,2.256,7.519,3.008,7.519,6.767,2.531,1.085,1.085,0.316,0.887,0.06,0.346,0.391,0.383,0.414,0.136,0.023,0.083,0.159,0.205,0.121,1.504,1.314,1.314,4.38,1.752,4.38,3.942,0
Negative_106,3.926,2.54,1.617,2.54,6.005,5.774,8.083,3.02,1.954,1.244,0.268,0.792,0.09,0.381,0.423,0.333,0.42,0.25,0.023,0.13,0.19,0.167,0.174,0.462,1.321,0.841,1.321,3.123,3.003,4.203,0
Positive_366,3.22,6.977,1.968,5.903,6.798,5.188,8.587,2.554,5.533,1.561,0.288,0.735,0.129,0.279,0.369,0.347,0.358,0.283,0.02,0.195,0.274,0.226,0.228,0.716,3.509,0.99,2.969,3.419,2.609,4.319,1
Negative_907,0.823,3.292,6.584,3.704,4.115,4.938,6.173,0.338,1.35,2.7,0.247,0.848,0.07,0.325,0.424,0.362,0.366,0.165,0.017,0.091,0.165,0.153,0.145,1.646,1.875,3.751,2.11,2.344,2.813,3.517,0
Positive_427,3.856,6.592,0.622,5.97,6.468,3.483,5.224,3.423,5.852,0.552,0.225,0.721,0.15,0.301,0.373,0.378,0.359,0.291,0.045,0.222,0.24,0.202,0.187,0.373,3.241,0.306,2.935,3.18,1.712,2.568,1
Negative_981,4.286,3.333,5.238,7.143,4.286,1.429,7.143,1.671,1.3,2.043,0.186,0.871,0.057,0.281,0.367,0.4,0.319,0.158,0.019,0.077,0.153,0.191,0.129,0.952,1.866,2.932,3.998,2.399,0.8,3.998,0
Negative_1069,0.704,3.521,5.634,3.521,2.113,9.859,14.085,0.803,4.015,6.424,0.345,0.817,0.07,0.401,0.493,0.246,0.444,0.22,0.007,0.121,0.206,0.156,0.177,2.817,1.746,2.794,1.746,1.048,4.89,6.986,0
Positive_1219,4.397,5.061,2.045,6.953,5.112,5.061,7.618,2.531,2.914,1.177,0.252,0.792,0.111,0.302,0.373,0.378,0.342,0.247,0.013,0.167,0.212,0.18,0.191,0.102,2.663,1.076,3.659,2.69,2.663,4.009,1
Positive_1016,4.556,5.086,1.725,5.661,5.705,4.644,7.961,3.409,3.805,1.291,0.255,0.79,0.107,0.299,0.367,0.385,0.347,0.241,0.021,0.159,0.223,0.197,0.194,0.133,2.63,0.892,2.927,2.95,2.401,4.117,1
Negative_1297,0.0,5.224,5.224,1.493,1.493,8.209,7.463,0.0,3.536,3.536,0.269,0.761,0.119,0.418,0.522,0.254,0.448,0.233,0.038,0.188,0.165,0.083,0.15,2.985,2.519,2.519,0.72,0.72,3.959,3.599,0
Negative_545,2.95,4.72,3.319,4.351,3.466,6.342,10.398,2.112,3.38,2.377,0.288,0.811,0.104,0.324,0.404,0.38,0.375,0.232,0.024,0.153,0.214,0.157,0.176,0.221,2.532,1.78,2.334,1.859,3.402,5.577,0
Negative_320,5.682,3.409,4.545,5.682,6.818,9.091,6.818,3.886,2.332,3.109,0.295,0.761,0.091,0.273,0.352,0.318,0.352,0.333,0.0,0.184,0.299,0.184,0.241,2.273,1.668,2.223,2.78,3.335,4.447,3.335,0
Negative_542,1.533,2.299,2.682,0.766,1.533,4.598,4.598,0.857,1.285,1.499,0.241,0.893,0.042,0.341,0.391,0.326,0.425,0.196,0.008,0.077,0.212,0.192,0.158,0.766,1.198,1.397,0.399,0.799,2.395,2.395,0
Positive_275,3.448,4.276,1.241,6.069,6.483,4.276,7.172,3.303,4.096,1.189,0.262,0.759,0.12,0.327,0.382,0.361,0.386,0.275,0.032,0.177,0.225,0.217,0.196,0.966,2.169,0.629,3.078,3.288,2.169,3.638,1
Positive_888,5.457,7.522,0.0,6.637,11.504,3.245,5.31,4.15,5.72,0.0,0.22,0.724,0.142,0.319,0.394,0.369,0.367,0.3,0.052,0.191,0.23,0.179,0.192,0.442,3.897,0.0,3.439,5.96,1.681,2.751,1
Negative_1228,2.26,3.107,2.542,1.13,7.062,12.712,8.475,1.35,1.856,1.519,0.294,0.76,0.09,0.393,0.449,0.302,0.441,0.221,0.037,0.122,0.173,0.156,0.147,0.565,1.585,1.296,0.576,3.602,6.483,4.322,0
Positive_24,2.277,4.463,0.729,4.189,2.004,8.015,5.464,1.658,3.249,0.531,0.273,0.853,0.064,0.416,0.468,0.317,0.453,0.194,0.007,0.106,0.148,0.12,0.129,0.273,2.306,0.377,2.165,1.036,4.142,2.824,1
Negative_228,5.806,1.935,1.29,1.935,5.161,7.742,8.387,2.438,0.813,0.542,0.271,0.8,0.071,0.297,0.329,0.4,0.342,0.221,0.039,0.104,0.214,0.221,0.188,1.29,1.018,0.679,1.018,2.715,4.073,4.412,0
Positive_64,2.597,2.165,2.597,3.463,1.732,5.628,8.442,1.025,0.854,1.025,0.223,0.829,0.054,0.418,0.465,0.292,0.457,0.189,0.015,0.085,0.113,0.119,0.091,0.866,1.119,1.342,1.79,0.895,2.908,4.363,1
Negative_1175,1.293,4.31,4.31,3.448,5.603,8.621,7.759,1.068,3.561,3.561,0.259,0.772,0.095,0.345,0.431,0.315,0.392,0.229,0.022,0.152,0.225,0.177,0.186,0.862,2.12,2.12,1.696,2.756,4.241,3.817,0
Positive_508,3.817,4.198,1.145,9.542,5.534,3.244,6.298,2.16,2.375,0.648,0.235,0.821,0.094,0.317,0.37,0.42,0.342,0.224,0.019,0.145,0.201,0.141,0.189,0.763,2.303,0.628,5.234,3.035,1.779,3.455,1
Negative_1057,3.066,5.66,3.538,3.066,2.123,6.604,8.491,2.831,5.226,3.267,0.297,0.802,0.118,0.34,0.432,0.358,0.394,0.234,0.009,0.196,0.208,0.161,0.165,0.472,2.996,1.873,1.623,1.124,3.496,4.495,0
Positive_1065,3.72,7.589,2.976,4.613,8.78,5.804,5.06,2.865,5.844,2.292,0.243,0.729,0.138,0.265,0.371,0.33,0.326,0.291,0.04,0.198,0.261,0.219,0.224,0.595,3.821,1.498,2.323,4.421,2.922,2.548,1
Negative_873,8.602,2.151,5.376,4.301,10.753,4.301,4.301,7.781,1.946,4.863,0.172,0.774,0.054,0.194,0.269,0.452,0.237,0.37,0.011,0.098,0.337,0.217,0.293,2.151,1.104,2.758,2.207,5.517,2.207,2.207,0
Positive_461,3.125,4.018,1.339,5.357,6.25,4.911,10.268,3.326,4.277,1.425,0.277,0.804,0.107,0.339,0.393,0.357,0.388,0.238,0.013,0.193,0.197,0.157,0.17,0.893,2.051,0.683,2.734,3.19,2.506,5.24,1
Negative_588,2.381,2.679,2.083,4.464,2.381,8.333,6.845,2.851,3.208,2.495,0.271,0.845,0.065,0.33,0.378,0.363,0.396,0.26,0.018,0.107,0.233,0.188,0.182,0.893,1.36,1.057,2.266,1.209,4.23,3.475,0
Negative_376,4.046,3.468,2.023,5.202,6.647,7.225,7.514,2.877,2.466,1.438,0.289,0.789,0.092,0.367,0.422,0.338,0.428,0.22,0.014,0.165,0.174,0.159,0.145,1.156,1.824,1.064,2.736,3.497,3.801,3.953,0
Negative_66,0.633,3.165,5.696,1.266,4.43,5.063,5.696,0.552,2.758,4.964,0.247,0.791,0.076,0.316,0.405,0.323,0.373,0.242,0.013,0.14,0.236,0.166,0.172,1.266,1.545,2.78,0.618,2.162,2.471,2.78,0
Positive_91,5.945,4.246,3.185,7.219,5.732,2.972,11.253,3.113,2.223,1.668,0.274,0.834,0.081,0.299,0.374,0.399,0.342,0.172,0.023,0.113,0.166,0.202,0.136,0.637,2.372,1.779,4.033,3.202,1.66,6.287,1
Positive_786,2.691,5.382,0.781,3.646,9.809,10.677,9.896,1.965,3.93,0.57,0.333,0.744,0.138,0.454,0.516,0.313,0.468,0.22,0.042,0.21,0.166,0.096,0.159,0.347,3.06,0.444,2.073,5.576,6.07,5.626,1
Positive_526,6.092,5.462,1.471,5.252,4.622,5.672,7.353,4.854,4.352,1.172,0.252,0.763,0.141,0.326,0.395,0.366,0.389,0.259,0.032,0.208,0.229,0.194,0.179,1.891,2.771,0.746,2.664,2.345,2.877,3.73,1
Negative_74,3.683,3.399,2.266,3.966,3.966,8.499,5.382,5.213,4.811,3.207,0.292,0.81,0.082,0.32,0.377,0.334,0.385,0.241,0.02,0.134,0.216,0.19,0.179,1.133,1.676,1.118,1.956,1.956,4.191,2.654,0
Negative_1178,2.607,5.924,5.213,1.896,3.081,8.294,14.929,1.829,4.156,3.657,0.322,0.775,0.116,0.417,0.528,0.273,0.445,0.207,0.031,0.164,0.166,0.09,0.147,0.474,3.098,2.726,0.991,1.611,4.337,7.806,0
Positive_1007,3.785,3.785,1.893,5.047,4.416,2.839,5.994,3.327,3.327,1.664,0.252,0.804,0.088,0.297,0.353,0.379,0.363,0.253,0.038,0.133,0.241,0.199,0.196,0.946,1.88,0.94,2.507,2.193,1.41,2.977,1
Negative_629,1.429,4.464,2.143,0.714,0.536,11.786,5.536,1.614,5.041,2.42,0.252,0.804,0.098,0.445,0.511,0.33,0.468,0.236,0.023,0.145,0.161,0.109,0.145,0.714,2.244,1.077,0.359,0.269,5.924,2.782,0
Negative_160,2.903,5.048,2.314,4.796,3.197,7.236,10.223,1.579,2.745,1.258,0.288,0.796,0.108,0.353,0.427,0.345,0.402,0.229,0.018,0.165,0.19,0.16,0.166,0.126,2.675,1.226,2.541,1.694,3.834,5.417,0
Negative_507,2.486,1.934,1.381,2.21,2.21,12.431,11.326,1.617,1.258,0.899,0.345,0.818,0.044,0.467,0.5,0.243,0.522,0.186,0.022,0.061,0.114,0.141,0.083,1.105,0.94,0.671,1.074,1.074,6.04,5.503,0
Positive_718,2.294,5.505,0.917,4.702,5.849,6.307,7.339,1.538,3.69,0.615,0.264,0.757,0.115,0.364,0.428,0.315,0.411,0.238,0.039,0.161,0.197,0.153,0.168,0.344,2.749,0.458,2.348,2.921,3.149,3.665,1
Negative_1056,3.893,5.503,2.819,3.49,4.295,5.638,10.067,3.881,5.487,2.811,0.319,0.812,0.102,0.352,0.435,0.326,0.415,0.22,0.016,0.164,0.226,0.159,0.181,0.403,2.943,1.508,1.866,2.297,3.015,5.384,0
Negative_1031,1.248,4.056,2.808,4.524,2.028,7.332,6.396,0.797,2.589,1.793,0.284,0.828,0.083,0.353,0.421,0.317,0.42,0.191,0.014,0.133,0.186,0.167,0.134,1.56,2.065,1.43,2.303,1.033,3.733,3.257,0
Positive_566,4.944,5.393,1.798,3.596,3.371,4.494,5.843,5.993,6.537,2.179,0.272,0.778,0.139,0.319,0.391,0.366,0.378,0.286,0.014,0.216,0.27,0.169,0.221,0.674,2.768,0.923,1.846,1.73,2.307,2.999,1
Negative_1163,3.509,4.386,3.947,7.456,6.579,2.193,10.088,1.932,2.415,2.173,0.285,0.855,0.066,0.399,0.482,0.276,0.443,0.167,0.013,0.11,0.141,0.141,0.11,3.07,2.41,2.169,4.097,3.615,1.205,5.543,0
Negative_192,3.15,3.15,5.512,4.724,2.362,12.598,10.236,3.218,3.218,5.63,0.331,0.835,0.079,0.425,0.512,0.268,0.465,0.238,0.016,0.143,0.19,0.135,0.159,1.575,1.681,2.942,2.521,1.261,6.724,5.463,0
Positive_725,2.588,5.36,1.109,4.436,4.251,3.327,7.579,1.991,4.123,0.853,0.242,0.763,0.128,0.335,0.399,0.342,0.401,0.254,0.031,0.183,0.22,0.17,0.185,0.37,2.665,0.551,2.205,2.113,1.654,3.768,1
Positive_206,3.8,6.855,0.522,6.259,5.961,4.173,5.514,3.48,6.277,0.478,0.215,0.714,0.159,0.279,0.353,0.411,0.326,0.334,0.043,0.226,0.282,0.2,0.253,0.149,3.355,0.255,3.063,2.918,2.042,2.699,1
Negative_254,1.587,3.175,9.524,6.349,12.698,11.111,3.175,1.134,2.268,6.803,0.238,0.683,0.159,0.317,0.444,0.302,0.365,0.226,0.065,0.226,0.161,0.113,0.129,3.175,1.684,5.05,3.366,6.733,5.891,1.684,0
Negative_1132,5.837,2.724,6.226,1.946,5.058,5.447,5.837,3.756,1.753,4.006,0.257,0.813,0.086,0.296,0.385,0.323,0.362,0.25,0.027,0.113,0.238,0.164,0.199,1.167,1.378,3.15,0.985,2.559,2.756,2.953,0
Negative_1142,1.22,6.707,3.049,1.22,3.659,7.927,7.927,0.908,4.992,2.269,0.25,0.701,0.14,0.384,0.482,0.268,0.409,0.282,0.031,0.215,0.172,0.129,0.16,1.829,3.128,1.422,0.569,1.707,3.697,3.697,0
Negative_117,3.18,4.293,2.862,3.657,2.067,10.016,6.677,3.37,4.55,3.033,0.299,0.835,0.084,0.377,0.448,0.318,0.448,0.225,0.011,0.139,0.207,0.166,0.158,0.318,2.194,1.462,1.869,1.056,5.118,3.412,0
Negative_90,2.283,1.598,2.968,4.11,2.511,5.023,5.708,1.174,0.822,1.526,0.253,0.874,0.041,0.299,0.345,0.372,0.374,0.192,0.007,0.076,0.195,0.195,0.144,1.142,0.836,1.552,2.15,1.313,2.627,2.986,0
Positive_200,3.858,6.528,1.929,6.528,5.638,5.045,4.896,3.965,6.709,1.983,0.237,0.754,0.136,0.257,0.341,0.381,0.326,0.285,0.037,0.201,0.275,0.214,0.218,0.297,3.222,0.952,3.222,2.783,2.49,2.417,1
Negative_748,1.852,2.222,2.963,5.556,3.704,4.444,5.926,1.009,1.211,1.615,0.296,0.856,0.059,0.304,0.356,0.296,0.407,0.156,0.011,0.093,0.201,0.223,0.134,1.481,1.125,1.5,2.813,1.876,2.25,3.001,0
Negative_737,4.034,4.706,5.378,5.882,6.05,5.882,6.891,3.304,3.854,4.405,0.266,0.771,0.104,0.274,0.375,0.346,0.343,0.268,0.02,0.168,0.278,0.162,0.226,0.336,2.364,2.702,2.955,3.039,2.955,3.462,0
Negative_145,0.472,4.245,2.358,2.358,2.83,4.245,6.132,0.484,4.356,2.42,0.193,0.783,0.094,0.34,0.406,0.349,0.377,0.256,0.028,0.152,0.204,0.209,0.166,0.943,2.016,1.12,1.12,1.344,2.016,2.912,0
Negative_69,2.941,6.618,1.471,2.941,2.206,5.882,6.618,3.505,7.888,1.753,0.199,0.728,0.162,0.316,0.397,0.39,0.353,0.326,0.037,0.23,0.222,0.17,0.207,3.676,3.145,0.699,1.398,1.048,2.796,3.145,0
Positive_495,2.807,3.86,2.456,3.86,7.368,4.912,7.719,1.683,2.315,1.473,0.235,0.758,0.126,0.34,0.404,0.389,0.379,0.25,0.042,0.155,0.183,0.162,0.169,2.105,2.058,1.309,2.058,3.928,2.619,4.115,1
Positive_137,5.556,3.509,2.924,9.064,6.725,4.386,7.018,2.361,1.491,1.242,0.26,0.827,0.058,0.263,0.327,0.389,0.304,0.188,0.023,0.088,0.185,0.226,0.158,0.585,1.889,1.574,4.88,3.62,2.361,3.778,1
Negative_1206,0.0,0.0,6.173,0.0,0.0,1.235,9.877,0.0,0.0,3.481,0.358,0.963,0.0,0.543,0.605,0.037,0.778,0.025,0.0,0.0,0.037,0.013,0.025,13.58,0.0,2.966,0.0,0.0,0.593,4.745,0
Positive_208,3.03,7.665,1.426,4.278,6.417,4.278,7.308,2.388,6.04,1.124,0.292,0.736,0.144,0.276,0.367,0.328,0.364,0.234,0.036,0.202,0.257,0.191,0.204,1.604,3.836,0.714,2.141,3.212,2.141,3.658,1
Positive_695,2.83,6.604,0.943,7.075,7.547,4.717,4.717,3.345,7.806,1.115,0.226,0.792,0.099,0.354,0.429,0.321,0.396,0.303,0.024,0.166,0.204,0.142,0.18,1.415,3.319,0.474,3.556,3.793,2.371,2.371,1
Negative_241,0.0,1.786,0.0,5.357,7.143,7.143,5.357,0.0,0.766,0.0,0.286,0.786,0.071,0.393,0.411,0.357,0.429,0.218,0.055,0.091,0.2,0.273,0.145,3.571,0.932,0.0,2.794,3.726,3.726,2.794,0
